"","age","marital","education","occupation","default","housing","contact","quarter","day","duration","campaign","pdays","previous","poutcome","y"
"6346",50,"married",1,1,"no","yes","telephone",0,2,20,19,999,0,"nonexistent","no"
"6347",35,"married",0,0,"unknown","yes","telephone",0,2,15,13,999,0,"nonexistent","no"
"6348",50,"single",0,0,"no","yes","telephone",0,2,98,9,999,0,"nonexistent","no"
"6349",24,"single",0,0,"no","yes","telephone",0,2,112,4,999,0,"nonexistent","no"
"6350",45,"married",2,1,"no","yes","telephone",0,2,350,4,999,0,"nonexistent","no"
"6351",56,"married",2,1,"unknown","yes","telephone",0,2,240,3,999,0,"nonexistent","no"
"6352",33,"single",2,2,"no","yes","telephone",0,2,127,2,999,0,"nonexistent","no"
"6353",43,"married",1,1,"no","no","telephone",0,2,157,2,999,0,"nonexistent","no"
"6354",40,"married",NA,0,"no","no","telephone",0,2,337,2,999,0,"nonexistent","no"
"6355",42,"single",0,0,"unknown","yes","telephone",0,2,662,7,999,0,"nonexistent","no"
"6356",43,"married",0,0,"unknown","yes","telephone",0,2,124,2,999,0,"nonexistent","no"
"6357",45,"married",0,1,"no","yes","telephone",0,2,165,2,999,0,"nonexistent","no"
"6358",47,"married",2,0,"no","yes","telephone",0,2,63,9,999,0,"nonexistent","no"
"6359",50,"single",2,1,"no","no","telephone",0,2,101,3,999,0,"nonexistent","no"
"6360",40,"married",0,0,"no","yes","telephone",0,2,133,2,999,0,"nonexistent","no"
"6361",52,"married",1,0,"no","no","telephone",0,2,145,5,999,0,"nonexistent","no"
"6362",28,"single",1,1,"no","no","telephone",0,2,110,2,999,0,"nonexistent","no"
"6363",45,"married",0,0,"unknown","no","telephone",0,2,858,6,999,0,"nonexistent","yes"
"6364",38,"divorced",1,2,"no","no","telephone",0,2,349,3,999,0,"nonexistent","no"
"6365",54,"married",0,2,"unknown","no","telephone",0,2,371,2,999,0,"nonexistent","no"
"6366",51,"married",0,1,"no","yes","telephone",0,2,676,6,999,0,"nonexistent","no"
"6367",29,"married",0,1,"no","yes","telephone",0,2,197,4,999,0,"nonexistent","no"
"6368",35,"married",2,1,"no","no","telephone",0,2,235,4,999,0,"nonexistent","no"
"6369",57,"married",NA,2,"unknown","no","telephone",0,2,205,8,999,0,"nonexistent","no"
"6370",37,"single",2,1,"no","yes","telephone",0,2,291,2,999,0,"nonexistent","no"
"6371",39,"married",1,0,"no","no","telephone",0,2,132,2,999,0,"nonexistent","no"
"6372",29,"married",2,0,"no","no","telephone",0,2,165,3,999,0,"nonexistent","no"
"6373",56,"divorced",1,1,"no","yes","telephone",0,2,196,3,999,0,"nonexistent","no"
"6374",41,"married",1,0,"no","no","telephone",0,2,177,2,999,0,"nonexistent","no"
"6375",36,"married",0,0,"unknown","yes","telephone",0,2,547,3,999,0,"nonexistent","no"
"6376",39,"single",1,0,"unknown","yes","telephone",0,2,62,2,999,0,"nonexistent","no"
"6377",50,"unknown",0,1,"no","no","telephone",0,2,398,3,999,0,"nonexistent","no"
"6378",52,"divorced",2,1,"no","yes","telephone",0,2,342,4,999,0,"nonexistent","no"
"6379",34,"married",1,0,"unknown","no","telephone",0,2,198,2,999,0,"nonexistent","no"
"6380",30,"single",1,1,"no","no","telephone",0,2,77,4,999,0,"nonexistent","no"
"6381",39,"married",2,1,"no","no","telephone",0,2,160,3,999,0,"nonexistent","no"
"6382",35,"single",2,1,"unknown","yes","telephone",0,2,352,4,999,0,"nonexistent","no"
"6383",35,"married",NA,0,"no","yes","telephone",0,2,112,3,999,0,"nonexistent","no"
"6384",52,"married",0,1,"unknown","yes","telephone",0,2,90,4,999,0,"nonexistent","no"
"6385",53,"divorced",2,0,"no","yes","telephone",0,2,22,16,999,0,"nonexistent","no"
"6386",25,"single",2,1,"no","unknown","telephone",0,2,230,3,999,0,"nonexistent","no"
"6387",27,"divorced",1,1,"no","yes","telephone",0,2,206,2,999,0,"nonexistent","no"
"6388",30,"married",2,0,"no","no","telephone",0,2,143,8,999,0,"nonexistent","no"
"6389",29,"married",1,0,"no","yes","telephone",0,2,102,3,999,0,"nonexistent","no"
"6390",35,"married",0,0,"no","no","telephone",0,2,224,3,999,0,"nonexistent","no"
"6391",39,"married",2,1,"no","no","telephone",0,2,73,5,999,0,"nonexistent","no"
"6392",28,"single",1,1,"no","yes","telephone",0,2,42,3,999,0,"nonexistent","no"
"6393",40,"married",1,0,"unknown","no","telephone",0,2,43,5,999,0,"nonexistent","no"
"6394",53,"single",0,1,"no","no","telephone",0,2,144,7,999,0,"nonexistent","no"
"6395",32,"married",0,0,"no","no","telephone",0,2,1224,8,999,0,"nonexistent","no"
"6396",36,"married",0,0,"unknown","yes","telephone",0,2,306,5,999,0,"nonexistent","no"
"6397",29,"divorced",1,0,"no","yes","telephone",0,2,50,3,999,0,"nonexistent","no"
"6398",34,"married",0,0,"no","yes","telephone",0,2,132,8,999,0,"nonexistent","no"
"6399",35,"married",1,0,"no","no","telephone",0,2,108,3,999,0,"nonexistent","no"
"6400",45,"single",2,1,"no","no","telephone",0,2,265,4,999,0,"nonexistent","no"
"6401",54,"married",0,2,"unknown","no","telephone",0,2,107,2,999,0,"nonexistent","no"
"6402",59,"divorced",0,2,"no","no","telephone",0,2,167,3,999,0,"nonexistent","no"
"6403",26,"single",0,0,"no","yes","telephone",0,2,145,2,999,0,"nonexistent","no"
"6404",50,"married",2,1,"no","no","telephone",0,2,20,4,999,0,"nonexistent","no"
"6405",48,"single",0,1,"unknown","yes","telephone",0,2,141,2,999,0,"nonexistent","no"
"6406",33,"married",2,1,"unknown","yes","telephone",0,2,346,3,999,0,"nonexistent","no"
"6407",34,"single",0,0,"unknown","yes","telephone",0,2,1168,2,999,0,"nonexistent","no"
"6408",45,"married",NA,NA,"unknown","no","telephone",0,3,17,13,999,0,"nonexistent","no"
"6409",29,"single",1,0,"unknown","yes","telephone",0,3,74,3,999,0,"nonexistent","no"
"6410",51,"married",2,2,"no","yes","telephone",0,3,78,2,999,0,"nonexistent","no"
"6411",39,"married",0,0,"unknown","no","telephone",0,3,125,12,999,0,"nonexistent","no"
"6412",25,"married",1,1,"no","yes","telephone",0,3,153,3,999,0,"nonexistent","no"
"6413",36,"married",1,1,"unknown","yes","telephone",0,3,61,2,999,0,"nonexistent","no"
"6414",46,"divorced",2,1,"unknown","yes","telephone",0,3,318,6,999,0,"nonexistent","no"
"6415",39,"married",0,0,"unknown","yes","telephone",0,3,228,9,999,0,"nonexistent","no"
"6416",40,"single",1,0,"unknown","no","telephone",0,3,189,7,999,0,"nonexistent","no"
"6417",29,"married",1,0,"no","yes","telephone",0,3,121,1,999,0,"nonexistent","no"
"6418",35,"married",1,0,"no","no","telephone",0,3,110,2,999,0,"nonexistent","no"
"6419",50,"single",2,1,"no","unknown","telephone",0,3,372,2,999,0,"nonexistent","no"
"6420",32,"married",0,0,"unknown","yes","telephone",0,3,223,1,999,0,"nonexistent","no"
"6421",49,"divorced",1,0,"no","no","telephone",0,3,117,6,999,0,"nonexistent","no"
"6422",39,"single",0,0,"unknown","unknown","telephone",0,3,64,1,999,0,"nonexistent","no"
"6423",56,"married",1,0,"unknown","no","telephone",0,3,507,2,999,0,"nonexistent","no"
"6424",33,"divorced",1,0,"no","no","telephone",0,3,201,1,999,0,"nonexistent","no"
"6425",47,"married",2,1,"unknown","no","telephone",0,3,91,3,999,0,"nonexistent","no"
"6426",32,"married",2,1,"no","yes","telephone",0,3,230,8,999,0,"nonexistent","no"
"6427",53,"married",1,NA,"unknown","no","telephone",0,3,249,2,999,0,"nonexistent","no"
"6428",38,"single",1,1,"no","no","telephone",0,3,152,1,999,0,"nonexistent","no"
"6429",41,"single",2,1,"unknown","no","telephone",0,3,551,1,999,0,"nonexistent","no"
"6430",45,"married",1,1,"no","no","telephone",0,3,215,2,999,0,"nonexistent","no"
"6431",42,"single",1,1,"unknown","yes","telephone",0,3,617,1,999,0,"nonexistent","no"
"6432",37,"single",1,0,"no","no","telephone",0,3,332,1,999,0,"nonexistent","no"
"6433",29,"single",0,1,"unknown","yes","telephone",0,3,198,1,999,0,"nonexistent","no"
"6434",52,"divorced",2,1,"no","yes","telephone",0,3,938,2,999,0,"nonexistent","yes"
"6435",47,"married",2,1,"no","yes","telephone",0,3,385,1,999,0,"nonexistent","no"
"6436",46,"married",NA,1,"no","no","telephone",0,3,181,2,999,0,"nonexistent","no"
"6437",45,"divorced",0,0,"no","yes","telephone",0,3,193,1,999,0,"nonexistent","no"
"6438",35,"single",1,1,"no","yes","telephone",0,3,195,4,999,0,"nonexistent","no"
"6439",33,"married",0,0,"unknown","yes","telephone",0,3,254,1,999,0,"nonexistent","no"
"6440",31,"divorced",0,1,"no","no","telephone",0,3,198,3,999,0,"nonexistent","no"
"6441",35,"married",0,0,"no","no","telephone",0,3,79,6,999,0,"nonexistent","no"
"6442",32,"divorced",0,0,"no","no","telephone",0,3,95,3,999,0,"nonexistent","no"
"6443",33,"single",2,1,"no","no","telephone",0,3,130,2,999,0,"nonexistent","no"
"6444",39,"married",0,1,"no","yes","telephone",0,3,190,3,999,0,"nonexistent","no"
"6445",37,"divorced",0,0,"unknown","no","telephone",0,3,454,1,999,0,"nonexistent","no"
"6446",49,"married",0,0,"no","yes","telephone",0,3,102,1,999,0,"nonexistent","no"
"6447",45,"married",0,0,"unknown","yes","telephone",0,3,185,1,999,0,"nonexistent","no"
"6448",30,"single",2,1,"no","no","telephone",0,3,231,2,999,0,"nonexistent","no"
"6449",38,"single",0,0,"unknown","yes","telephone",0,3,189,1,999,0,"nonexistent","no"
"6450",37,"married",1,0,"no","no","telephone",0,3,132,1,999,0,"nonexistent","no"
"6451",52,"divorced",1,0,"unknown","yes","telephone",0,3,103,4,999,0,"nonexistent","no"
"6452",38,"single",2,1,"unknown","no","telephone",0,3,114,3,999,0,"nonexistent","no"
"6453",52,"married",0,1,"unknown","yes","telephone",0,3,176,2,999,0,"nonexistent","no"
"6454",42,"divorced",0,0,"no","yes","telephone",0,3,738,1,999,0,"nonexistent","no"
"6455",57,"divorced",0,1,"no","no","telephone",0,3,283,3,999,0,"nonexistent","no"
"6456",57,"divorced",1,1,"no","yes","telephone",0,3,224,2,999,0,"nonexistent","no"
"6457",45,"divorced",0,0,"no","no","telephone",0,3,519,1,999,0,"nonexistent","no"
"6458",34,"single",1,1,"no","yes","telephone",0,3,593,1,999,0,"nonexistent","no"
"6459",37,"divorced",2,1,"no","unknown","telephone",0,3,128,2,999,0,"nonexistent","no"
"6460",39,"single",2,0,"unknown","no","telephone",0,3,480,2,999,0,"nonexistent","no"
"6461",39,"married",0,1,"unknown","yes","telephone",0,3,177,2,999,0,"nonexistent","no"
"6462",35,"married",1,0,"no","no","telephone",0,3,102,1,999,0,"nonexistent","no"
"6463",50,"married",1,0,"no","yes","telephone",0,3,49,3,999,0,"nonexistent","no"
"6464",56,"married",0,2,"no","no","telephone",0,3,88,2,999,0,"nonexistent","no"
"6465",38,"married",0,0,"no","no","telephone",0,3,124,1,999,0,"nonexistent","no"
"6466",56,"married",2,2,"no","yes","telephone",0,3,199,3,999,0,"nonexistent","no"
"6467",34,"single",0,0,"unknown","no","telephone",0,3,576,3,999,0,"nonexistent","yes"
"6468",49,"single",0,0,"no","yes","telephone",0,3,58,1,999,0,"nonexistent","no"
"6469",40,"single",1,1,"unknown","no","telephone",0,3,261,6,999,0,"nonexistent","no"
"6470",41,"single",0,1,"no","no","telephone",0,3,430,1,999,0,"nonexistent","no"
"6471",32,"single",2,1,"no","no","telephone",0,3,674,2,999,0,"nonexistent","no"
"6472",43,"single",0,0,"no","yes","telephone",0,3,112,7,999,0,"nonexistent","no"
"6473",53,"married",2,1,"no","yes","telephone",0,3,248,6,999,0,"nonexistent","no"
"6474",31,"married",1,1,"no","no","telephone",0,3,350,1,999,0,"nonexistent","no"
"6475",31,"single",2,1,"no","yes","telephone",0,3,252,1,999,0,"nonexistent","no"
"6476",33,"married",1,0,"no","no","telephone",0,3,147,1,999,0,"nonexistent","no"
"6477",43,"married",0,0,"no","yes","telephone",0,3,141,2,999,0,"nonexistent","no"
"6478",34,"married",0,0,"unknown","yes","telephone",0,3,256,2,999,0,"nonexistent","no"
"6479",32,"married",0,0,"no","no","telephone",0,3,163,1,999,0,"nonexistent","no"
"6480",46,"married",0,0,"unknown","yes","telephone",0,3,125,1,999,0,"nonexistent","no"
"6481",30,"married",2,1,"no","yes","telephone",0,3,195,3,999,0,"nonexistent","no"
"6482",53,"married",0,0,"no","yes","telephone",0,3,61,1,999,0,"nonexistent","no"
"6483",36,"divorced",2,1,"no","yes","telephone",0,3,95,3,999,0,"nonexistent","no"
"6484",33,"married",0,0,"no","yes","telephone",0,3,166,1,999,0,"nonexistent","no"
"6485",35,"married",0,0,"no","no","telephone",0,3,39,1,999,0,"nonexistent","no"
"6486",33,"married",0,0,"unknown","yes","telephone",0,3,861,2,999,0,"nonexistent","no"
"6487",36,"single",1,0,"no","yes","telephone",0,3,212,1,999,0,"nonexistent","no"
"6488",41,"married",1,0,"no","yes","telephone",0,3,55,1,999,0,"nonexistent","no"
"6489",59,"divorced",2,1,"no","no","telephone",0,3,209,2,999,0,"nonexistent","no"
"6490",33,"married",0,1,"no","no","telephone",0,3,68,1,999,0,"nonexistent","no"
"6491",59,"married",0,0,"no","yes","telephone",0,3,181,1,999,0,"nonexistent","no"
"6492",35,"married",2,1,"no","yes","telephone",0,3,136,1,999,0,"nonexistent","no"
"6493",60,"divorced",2,1,"unknown","no","telephone",0,3,390,1,999,0,"nonexistent","no"
"6494",35,"married",2,1,"no","no","telephone",0,3,373,1,999,0,"nonexistent","no"
"6495",35,"divorced",0,0,"unknown","no","telephone",0,3,44,1,999,0,"nonexistent","no"
"6496",59,"married",0,2,"unknown","yes","telephone",0,3,571,1,999,0,"nonexistent","no"
"6497",25,"single",2,1,"no","no","telephone",0,3,199,2,999,0,"nonexistent","no"
"6498",27,"single",2,1,"no","yes","telephone",0,3,582,1,999,0,"nonexistent","no"
"6499",37,"single",0,0,"no","no","telephone",0,3,210,1,999,0,"nonexistent","no"
"6500",34,"married",2,1,"no","no","telephone",0,3,222,1,999,0,"nonexistent","no"
"6501",34,"married",2,1,"no","no","telephone",0,3,217,1,999,0,"nonexistent","no"
"6502",33,"married",2,1,"no","yes","telephone",0,3,85,1,999,0,"nonexistent","no"
"6503",34,"married",2,1,"no","yes","telephone",0,3,396,1,999,0,"nonexistent","no"
"6504",43,"single",2,1,"no","no","telephone",0,3,58,1,999,0,"nonexistent","no"
"6505",41,"married",1,1,"no","no","telephone",0,3,263,1,999,0,"nonexistent","no"
"6506",26,"single",1,1,"no","no","telephone",0,3,160,1,999,0,"nonexistent","no"
"6507",37,"married",2,0,"unknown","yes","telephone",0,3,94,1,999,0,"nonexistent","no"
"6508",58,"married",0,NA,"no","yes","telephone",0,3,210,1,999,0,"nonexistent","no"
"6509",26,"single",1,0,"no","yes","telephone",0,3,418,1,999,0,"nonexistent","no"
"6510",30,"divorced",0,0,"no","yes","telephone",0,3,64,4,999,0,"nonexistent","no"
"6511",43,"divorced",1,1,"no","yes","telephone",0,3,181,1,999,0,"nonexistent","no"
"6512",37,"single",2,1,"unknown","yes","telephone",0,3,140,1,999,0,"nonexistent","no"
"6513",45,"married",1,0,"unknown","yes","telephone",0,3,171,6,999,0,"nonexistent","no"
"6514",34,"single",2,1,"no","no","telephone",0,3,223,1,999,0,"nonexistent","no"
"6515",35,"single",2,1,"no","no","telephone",0,3,204,1,999,0,"nonexistent","no"
"6516",56,"married",0,1,"no","yes","telephone",0,3,52,2,999,0,"nonexistent","no"
"6517",34,"single",1,1,"no","yes","telephone",0,3,199,1,999,0,"nonexistent","no"
"6518",34,"single",1,1,"no","no","telephone",0,3,195,1,999,0,"nonexistent","no"
"6519",47,"married",1,1,"no","no","telephone",0,3,139,1,999,0,"nonexistent","no"
"6520",34,"divorced",2,1,"no","no","telephone",0,3,63,2,999,0,"nonexistent","no"
"6521",57,"divorced",0,0,"no","yes","telephone",0,3,543,2,999,0,"nonexistent","yes"
"6522",45,"married",0,0,"unknown","no","telephone",0,3,154,3,999,0,"nonexistent","no"
"6523",30,"married",1,0,"no","no","telephone",0,3,226,10,999,0,"nonexistent","no"
"6524",32,"single",2,1,"no","no","telephone",0,3,141,1,999,0,"nonexistent","no"
"6525",34,"single",2,0,"no","yes","telephone",0,3,165,1,999,0,"nonexistent","no"
"6526",34,"single",2,0,"no","no","telephone",0,3,156,1,999,0,"nonexistent","no"
"6527",52,"married",1,1,"unknown","yes","telephone",0,3,99,5,999,0,"nonexistent","no"
"6528",43,"married",1,0,"unknown","no","telephone",0,3,297,1,999,0,"nonexistent","no"
"6529",42,"married",0,2,"no","no","telephone",0,3,174,1,999,0,"nonexistent","no"
"6530",42,"single",2,1,"unknown","yes","telephone",0,3,62,3,999,0,"nonexistent","no"
"6531",38,"divorced",0,1,"no","no","telephone",0,3,221,1,999,0,"nonexistent","no"
"6532",34,"married",0,0,"no","yes","telephone",0,3,1479,4,999,0,"nonexistent","yes"
"6533",29,"married",2,1,"no","no","telephone",0,3,104,4,999,0,"nonexistent","no"
"6534",47,"married",0,1,"no","yes","telephone",0,3,136,1,999,0,"nonexistent","no"
"6535",36,"married",0,0,"unknown","yes","telephone",0,3,21,21,999,0,"nonexistent","no"
"6536",51,"divorced",2,1,"no","yes","telephone",0,3,72,18,999,0,"nonexistent","no"
"6537",41,"single",1,0,"no","yes","telephone",0,3,125,2,999,0,"nonexistent","no"
"6538",33,"married",1,1,"no","no","telephone",0,3,307,1,999,0,"nonexistent","no"
"6539",38,"married",2,1,"no","yes","telephone",0,3,154,2,999,0,"nonexistent","no"
"6540",33,"married",1,1,"no","no","telephone",0,3,357,1,999,0,"nonexistent","no"
"6541",36,"married",2,0,"unknown","yes","telephone",0,3,236,1,999,0,"nonexistent","no"
"6542",33,"single",1,0,"no","yes","telephone",0,3,202,2,999,0,"nonexistent","no"
"6543",36,"married",1,1,"no","no","telephone",0,3,227,2,999,0,"nonexistent","no"
"6544",44,"divorced",0,0,"no","yes","telephone",0,3,166,1,999,0,"nonexistent","no"
"6545",44,"married",2,1,"no","yes","telephone",0,3,143,2,999,0,"nonexistent","no"
"6546",31,"married",1,0,"no","yes","telephone",0,3,119,5,999,0,"nonexistent","no"
"6547",45,"single",1,0,"no","yes","telephone",0,3,268,1,999,0,"nonexistent","no"
"6548",48,"divorced",1,1,"no","yes","telephone",0,3,507,1,999,0,"nonexistent","no"
"6549",25,"single",2,1,"no","yes","telephone",0,3,126,4,999,0,"nonexistent","no"
"6550",37,"married",2,1,"no","yes","telephone",0,3,268,1,999,0,"nonexistent","no"
"6551",27,"single",1,0,"no","yes","telephone",0,3,386,1,999,0,"nonexistent","no"
"6552",35,"married",0,0,"unknown","no","telephone",0,3,313,2,999,0,"nonexistent","no"
"6553",34,"married",1,0,"no","no","telephone",0,3,63,1,999,0,"nonexistent","no"
"6554",36,"married",0,0,"unknown","yes","telephone",0,3,87,1,999,0,"nonexistent","no"
"6555",38,"single",0,0,"no","yes","telephone",0,3,75,1,999,0,"nonexistent","no"
"6556",46,"married",0,0,"no","no","telephone",0,3,89,1,999,0,"nonexistent","no"
"6557",42,"married",2,1,"no","no","telephone",0,3,96,5,999,0,"nonexistent","no"
"6558",42,"married",0,0,"no","yes","telephone",0,3,209,1,999,0,"nonexistent","no"
"6559",39,"married",0,0,"unknown","no","telephone",0,3,181,1,999,0,"nonexistent","no"
"6560",38,"married",1,1,"unknown","no","telephone",0,3,173,4,999,0,"nonexistent","no"
"6561",31,"married",0,0,"no","no","telephone",0,3,439,2,999,0,"nonexistent","no"
"6562",28,"married",2,1,"no","yes","telephone",0,3,119,1,999,0,"nonexistent","no"
"6563",29,"single",2,1,"no","yes","telephone",0,3,713,1,999,0,"nonexistent","no"
"6564",32,"single",1,1,"no","yes","telephone",0,3,202,1,999,0,"nonexistent","no"
"6565",39,"married",2,1,"no","yes","telephone",0,3,72,1,999,0,"nonexistent","no"
"6566",34,"single",1,1,"no","yes","telephone",0,3,78,4,999,0,"nonexistent","no"
"6567",27,"married",0,0,"no","no","telephone",0,3,217,1,999,0,"nonexistent","no"
"6568",27,"married",0,0,"no","no","telephone",0,3,392,1,999,0,"nonexistent","no"
"6569",30,"divorced",0,1,"no","yes","telephone",0,3,188,1,999,0,"nonexistent","no"
"6570",36,"married",1,0,"unknown","no","telephone",0,3,130,1,999,0,"nonexistent","no"
"6571",39,"married",0,0,"no","yes","telephone",0,3,151,3,999,0,"nonexistent","no"
"6572",37,"single",0,0,"no","no","telephone",0,3,211,2,999,0,"nonexistent","no"
"6573",31,"single",1,0,"no","no","telephone",0,3,249,11,999,0,"nonexistent","no"
"6574",56,"married",0,1,"unknown","no","telephone",0,3,1210,1,999,0,"nonexistent","no"
"6575",49,"married",0,0,"unknown","yes","telephone",0,3,27,1,999,0,"nonexistent","no"
"6576",20,"single",1,1,"no","no","telephone",0,3,680,1,999,0,"nonexistent","no"
"6577",53,"divorced",2,1,"no","yes","telephone",0,3,206,1,999,0,"nonexistent","no"
"6578",40,"single",0,0,"no","no","telephone",0,3,227,1,999,0,"nonexistent","no"
"6579",30,"married",0,0,"no","no","telephone",0,3,124,1,999,0,"nonexistent","no"
"6580",50,"married",0,0,"unknown","unknown","telephone",0,3,66,7,999,0,"nonexistent","no"
"6581",30,"married",0,0,"no","yes","telephone",0,3,821,2,999,0,"nonexistent","no"
"6582",41,"divorced",0,0,"no","yes","telephone",0,3,189,3,999,0,"nonexistent","no"
